ess_criterion,habitual_tendency,repetition,episode,n_samples
1000,1.0,71,15,17352
1000,1.0,71,16,15500
1000,1.0,71,17,14150
1000,1.0,71,18,12602
1000,1.0,71,19,14019
1000,1.0,71,20,11117
1000,1.0,71,21,13155
1000,1.0,71,22,10198
1000,1.0,71,23,12121
1000,1.0,71,24,12351
1000,1.0,71,25,10989
1000,1.0,71,26,9953
1000,1.0,71,27,9246
1000,1.0,71,28,10957
1000,1.0,71,29,9078
1000,1.0,71,30,12968
1000,1.0,71,31,8791
1000,1.0,71,32,9551
1000,1.0,71,33,7803
1000,1.0,71,34,6857
1000,1.0,71,35,8372
1000,1.0,71,36,7427
1000,1.0,71,37,7893
1000,1.0,71,38,7238
1000,1.0,71,39,7882
1000,1.0,71,40,7357
1000,1.0,71,41,7196
1000,1.0,71,42,6505
1000,1.0,71,43,7272
1000,1.0,71,44,6396
1000,1.0,71,45,6336
1000,1.0,71,46,6394
1000,1.0,71,47,6803
1000,1.0,71,48,6733
1000,1.0,71,49,7002
1000,1.0,71,50,6991
1000,1.0,72,1,63880
1000,1.0,72,2,77205
1000,1.0,72,3,64344
1000,1.0,72,4,47917
1000,1.0,72,5,57505
1000,1.0,72,6,35552
1000,1.0,72,7,34672
1000,1.0,72,8,27999
1000,1.0,72,9,25297
1000,1.0,72,10,24981
1000,1.0,72,11,28016
1000,1.0,72,12,21211
1000,1.0,72,13,17570
1000,1.0,72,14,17904
1000,1.0,72,15,19194
1000,1.0,72,16,18278
1000,1.0,72,17,14536
1000,1.0,72,18,20074
1000,1.0,72,19,14196
1000,1.0,72,20,18461
1000,1.0,72,21,12573
1000,1.0,72,22,12091
1000,1.0,72,23,13485
1000,1.0,72,24,11404
1000,1.0,72,25,10685
1000,1.0,72,26,13521
1000,1.0,72,27,12036
1000,1.0,72,28,10027
1000,1.0,72,29,11751
1000,1.0,72,30,9437
1000,1.0,72,31,12110
1000,1.0,72,32,10255
1000,1.0,72,33,9455
1000,1.0,72,34,8462
1000,1.0,72,35,8241
1000,1.0,72,36,10280
1000,1.0,72,37,8605
1000,1.0,72,38,7635
1000,1.0,72,39,7440
1000,1.0,72,40,7398
1000,1.0,72,41,7471
1000,1.0,72,42,6953
1000,1.0,72,43,7264
1000,1.0,72,44,7951
1000,1.0,72,45,7470
1000,1.0,72,46,6557
1000,1.0,72,47,6616
1000,1.0,72,48,6035
1000,1.0,72,49,7293
1000,1.0,72,50,6961
1000,1.0,73,1,57695
1000,1.0,73,2,47565
1000,1.0,73,3,44741
1000,1.0,73,4,39529
1000,1.0,73,5,37859
1000,1.0,73,6,24623
1000,1.0,73,7,23979
1000,1.0,73,8,26862
1000,1.0,73,9,20485
1000,1.0,73,10,20608
1000,1.0,73,11,22155
1000,1.0,73,12,18832
1000,1.0,73,13,21284
1000,1.0,73,14,17471
1000,1.0,73,15,16070
1000,1.0,73,16,13602
1000,1.0,73,17,13094
1000,1.0,73,18,14097
1000,1.0,73,19,13945
1000,1.0,73,20,11722
1000,1.0,73,21,11497
1000,1.0,73,22,10967
1000,1.0,73,23,11985
1000,1.0,73,24,12101
1000,1.0,73,25,10431
1000,1.0,73,26,9803
1000,1.0,73,27,9421
1000,1.0,73,28,9066
1000,1.0,73,29,9478
1000,1.0,73,30,9814
1000,1.0,73,31,14689
1000,1.0,73,32,9173
1000,1.0,73,33,8938
1000,1.0,73,34,7841
1000,1.0,73,35,8310
1000,1.0,73,36,8289
1000,1.0,73,37,8491
1000,1.0,73,38,7495
1000,1.0,73,39,7909
1000,1.0,73,40,6558
1000,1.0,73,41,7783
1000,1.0,73,42,8669
1000,1.0,73,43,6123
1000,1.0,73,44,6001
1000,1.0,73,45,6261
1000,1.0,73,46,7408
1000,1.0,73,47,6168
1000,1.0,73,48,6703
1000,1.0,73,49,7025
1000,1.0,73,50,5755
1000,1.0,74,1,67799
1000,1.0,74,2,50645
1000,1.0,74,3,45754
1000,1.0,74,4,36617
1000,1.0,74,5,32468
1000,1.0,74,6,27339
1000,1.0,74,7,39603
1000,1.0,74,8,24479
1000,1.0,74,9,23991
1000,1.0,74,10,23081
1000,1.0,74,11,18747
1000,1.0,74,12,16514
1000,1.0,74,13,18201
1000,1.0,74,14,20194
1000,1.0,74,15,15808
1000,1.0,74,16,15699
1000,1.0,74,17,14739
1000,1.0,74,18,13494
1000,1.0,74,19,15024
1000,1.0,74,20,14129
1000,1.0,74,21,14402
1000,1.0,74,22,11027
1000,1.0,74,23,14329
1000,1.0,74,24,12362
1000,1.0,74,25,11563
1000,1.0,74,26,9359
1000,1.0,74,27,8892
1000,1.0,74,28,9806
1000,1.0,74,29,10192
1000,1.0,74,30,11269
1000,1.0,74,31,10529
1000,1.0,74,32,8181
1000,1.0,74,33,8566
1000,1.0,74,34,7521
1000,1.0,74,35,9033
1000,1.0,74,36,8084
1000,1.0,74,37,6545
1000,1.0,74,38,6456
1000,1.0,74,39,7434
1000,1.0,74,40,7059
1000,1.0,74,41,8079
1000,1.0,74,42,7185
1000,1.0,74,43,7639
1000,1.0,74,44,5976
1000,1.0,74,45,6107
1000,1.0,74,46,6984
1000,1.0,74,47,5812
1000,1.0,74,48,6569
1000,1.0,74,49,6812
1000,1.0,74,50,5661
1000,1.0,75,1,58905
1000,1.0,75,2,54934
1000,1.0,75,3,50384
1000,1.0,75,4,39351
1000,1.0,75,5,36412
1000,1.0,75,6,32215
1000,1.0,75,7,29012
1000,1.0,75,8,29107
1000,1.0,75,9,23680
1000,1.0,75,10,17912
1000,1.0,75,11,20372
1000,1.0,75,12,20444
1000,1.0,75,13,17971
1000,1.0,75,14,16900
1000,1.0,75,15,14712
1000,1.0,75,16,16385
1000,1.0,75,17,15448
1000,1.0,75,18,13604
1000,1.0,75,19,14548
1000,1.0,75,20,14170
1000,1.0,75,21,16398
1000,1.0,75,22,11908
1000,1.0,75,23,11655
1000,1.0,75,24,10753
1000,1.0,75,25,10755
1000,1.0,75,26,10371
1000,1.0,75,27,10300
1000,1.0,75,28,10645
1000,1.0,75,29,11140
1000,1.0,75,30,9254
1000,1.0,75,31,8627
1000,1.0,75,32,9702
1000,1.0,75,33,8506
1000,1.0,75,34,10939
1000,1.0,75,35,9111
1000,1.0,75,36,8002
1000,1.0,75,37,9238
1000,1.0,75,38,6325
1000,1.0,75,39,7745
1000,1.0,75,40,7576
1000,1.0,75,41,6770
1000,1.0,75,42,7687
1000,1.0,75,43,5970
1000,1.0,75,44,6806
1000,1.0,75,45,6813
1000,1.0,75,46,7970
1000,1.0,75,47,6908
1000,1.0,75,48,6359
1000,1.0,75,49,6615
1000,1.0,75,50,6599
1000,1.0,76,1,61685
1000,1.0,76,2,52349
1000,1.0,76,3,41548
1000,1.0,76,4,35489
1000,1.0,76,5,35128
1000,1.0,76,6,29009
1000,1.0,76,7,24765
1000,1.0,76,8,24332
1000,1.0,76,9,19158
1000,1.0,76,10,21243
1000,1.0,76,11,17276
1000,1.0,76,12,21465
1000,1.0,76,13,16462
1000,1.0,76,14,18129
1000,1.0,76,15,17670
1000,1.0,76,16,14755
1000,1.0,76,17,16843
1000,1.0,76,18,14666
1000,1.0,76,19,12966
1000,1.0,76,20,11847
1000,1.0,76,21,13721
1000,1.0,76,22,14583
1000,1.0,76,23,10183
1000,1.0,76,24,10622
1000,1.0,76,25,10861
1000,1.0,76,26,9801
1000,1.0,76,27,12112
1000,1.0,76,28,11029
1000,1.0,76,29,8979
1000,1.0,76,30,8016
1000,1.0,76,31,8990
1000,1.0,76,32,8073
1000,1.0,76,33,9163
1000,1.0,76,34,8983
1000,1.0,76,35,7443
1000,1.0,76,36,8167
1000,1.0,76,37,8726
1000,1.0,76,38,7751
1000,1.0,76,39,6210
1000,1.0,76,40,8749
1000,1.0,76,41,7356
1000,1.0,76,42,6567
1000,1.0,76,43,9306
1000,1.0,76,44,6347
1000,1.0,76,45,6312
1000,1.0,76,46,5864
1000,1.0,76,47,7109
1000,1.0,76,48,6318
1000,1.0,76,49,5810
1000,1.0,76,50,6772
1000,1.0,77,1,63993
1000,1.0,77,2,72684
1000,1.0,77,3,53533
1000,1.0,77,4,44207
1000,1.0,77,5,33175
1000,1.0,77,6,37126
1000,1.0,77,7,35913
1000,1.0,77,8,24820
1000,1.0,77,9,24922
1000,1.0,77,10,26749
1000,1.0,77,11,22830
1000,1.0,77,12,24515
1000,1.0,77,13,16978
1000,1.0,77,14,18908
1000,1.0,77,15,18005
1000,1.0,77,16,15331
1000,1.0,77,17,16927
1000,1.0,77,18,14638
1000,1.0,77,19,13655
1000,1.0,77,20,15059
1000,1.0,77,21,12298
1000,1.0,77,22,13162
1000,1.0,77,23,12789
1000,1.0,77,24,11775
1000,1.0,77,25,11083
1000,1.0,77,26,10420
1000,1.0,77,27,8667
1000,1.0,77,28,9665
1000,1.0,77,29,9190
1000,1.0,77,30,8941
1000,1.0,77,31,8490
1000,1.0,77,32,8874
1000,1.0,77,33,8217
1000,1.0,77,34,8107
1000,1.0,77,35,9731
1000,1.0,77,36,9191
1000,1.0,77,37,8127
1000,1.0,77,38,9303
1000,1.0,77,39,7670
1000,1.0,77,40,7534
1000,1.0,77,41,8042
1000,1.0,77,42,8195
1000,1.0,77,43,8116
1000,1.0,77,44,7111
1000,1.0,77,45,6066
1000,1.0,77,46,8147
1000,1.0,77,47,7683
1000,1.0,77,48,6285
1000,1.0,77,49,6175
1000,1.0,77,50,5912
1000,1.0,78,1,63371
1000,1.0,78,2,55765
1000,1.0,78,3,57610
1000,1.0,78,4,37771
1000,1.0,78,5,49069
1000,1.0,78,6,25016
1000,1.0,78,7,30360
1000,1.0,78,8,30150
1000,1.0,78,9,20618
1000,1.0,78,10,26689
1000,1.0,78,11,20940
1000,1.0,78,12,16737
1000,1.0,78,13,16552
1000,1.0,78,14,16188
1000,1.0,78,15,15732
1000,1.0,78,16,15264
1000,1.0,78,17,13441
1000,1.0,78,18,13404
1000,1.0,78,19,11151
1000,1.0,78,20,12299
1000,1.0,78,21,11691
1000,1.0,78,22,12213
1000,1.0,78,23,12319
1000,1.0,78,24,9683
1000,1.0,78,25,12514
1000,1.0,78,26,10527
1000,1.0,78,27,12524
1000,1.0,78,28,8689
1000,1.0,78,29,7977
1000,1.0,78,30,10184
1000,1.0,78,31,10600
1000,1.0,78,32,9193
1000,1.0,78,33,9141
1000,1.0,78,34,8748
1000,1.0,78,35,9751
1000,1.0,78,36,9015
1000,1.0,78,37,7591
1000,1.0,78,38,7211
1000,1.0,78,39,7958
1000,1.0,78,40,7367
1000,1.0,78,41,7894
1000,1.0,78,42,6730
1000,1.0,78,43,6778
1000,1.0,78,44,6045
1000,1.0,78,45,7358
1000,1.0,78,46,5733
1000,1.0,78,47,6632
1000,1.0,78,48,6300
1000,1.0,78,49,6129
1000,1.0,78,50,6188
1000,1.0,79,1,58268
1000,1.0,79,2,65280
1000,1.0,79,3,50178
1000,1.0,79,4,43353
1000,1.0,79,5,33021
1000,1.0,79,6,31242
1000,1.0,79,7,30902
1000,1.0,79,8,29968
1000,1.0,79,9,21793
1000,1.0,79,10,19932
1000,1.0,79,11,21686
1000,1.0,79,12,20288
1000,1.0,79,13,20300
1000,1.0,79,14,17746
1000,1.0,79,15,16706
1000,1.0,79,16,14785
1000,1.0,79,17,17899
1000,1.0,79,18,16030
1000,1.0,79,19,13548
1000,1.0,79,20,15003
1000,1.0,79,21,11966
1000,1.0,79,22,11764
1000,1.0,79,23,11432
1000,1.0,79,24,10847
1000,1.0,79,25,11049
1000,1.0,79,26,10031
1000,1.0,79,27,11127
1000,1.0,79,28,8844
1000,1.0,79,29,9585
1000,1.0,79,30,10979
1000,1.0,79,31,10184
1000,1.0,79,32,8834
1000,1.0,79,33,8573
1000,1.0,79,34,9282
1000,1.0,79,35,10914
1000,1.0,79,36,9511
1000,1.0,79,37,8171
1000,1.0,79,38,7106
1000,1.0,79,39,7427
1000,1.0,79,40,7335
1000,1.0,79,41,8830
1000,1.0,79,42,8362
1000,1.0,79,43,7056
1000,1.0,79,44,7362
1000,1.0,79,45,7324
1000,1.0,79,46,6677
1000,1.0,79,47,6286
1000,1.0,79,48,8625
1000,1.0,79,49,6727
1000,1.0,79,50,6001
1000,1.0,80,1,59583
1000,1.0,80,2,63409
1000,1.0,80,3,46459
1000,1.0,80,4,34289
1000,1.0,80,5,35366
1000,1.0,80,6,33772
1000,1.0,80,7,28297
1000,1.0,80,8,23071
1000,1.0,80,9,29025
1000,1.0,80,10,23013
1000,1.0,80,11,19562
1000,1.0,80,12,19673
1000,1.0,80,13,18701
1000,1.0,80,14,17478
1000,1.0,80,15,15630
1000,1.0,80,16,15512
1000,1.0,80,17,14159
1000,1.0,80,18,15226
1000,1.0,80,19,12785
1000,1.0,80,20,15279
1000,1.0,80,21,13210
1000,1.0,80,22,14411
1000,1.0,80,23,12636
1000,1.0,80,24,12212
1000,1.0,80,25,11600
1000,1.0,80,26,10769
1000,1.0,80,27,10026
1000,1.0,80,28,9536
1000,1.0,80,29,9392
1000,1.0,80,30,8838
1000,1.0,80,31,8897
1000,1.0,80,32,8198
1000,1.0,80,33,9704
1000,1.0,80,34,10041
1000,1.0,80,35,9287
1000,1.0,80,36,7860
1000,1.0,80,37,7990
1000,1.0,80,38,7946
1000,1.0,80,39,6636
1000,1.0,80,40,7898
1000,1.0,80,41,7593
1000,1.0,80,42,7858
1000,1.0,80,43,6490
1000,1.0,80,44,7814
1000,1.0,80,45,7172
1000,1.0,80,46,6192
1000,1.0,80,47,6276
1000,1.0,80,48,6210
1000,1.0,80,49,6541
1000,1.0,80,50,5586
1000,1.0,81,1,61494
1000,1.0,81,2,52762
1000,1.0,81,3,45917
1000,1.0,81,4,45638
1000,1.0,81,5,32532
1000,1.0,81,6,33175
1000,1.0,81,7,28855
1000,1.0,81,8,31081
1000,1.0,81,9,24231
1000,1.0,81,10,26214
1000,1.0,81,11,22312
1000,1.0,81,12,18641
1000,1.0,81,13,18974
1000,1.0,81,14,16508
1000,1.0,81,15,18043
1000,1.0,81,16,13538
1000,1.0,81,17,13252
1000,1.0,81,18,14376
1000,1.0,81,19,13768
1000,1.0,81,20,14672
1000,1.0,81,21,13167
1000,1.0,81,22,11751
1000,1.0,81,23,12252
1000,1.0,81,24,11315
1000,1.0,81,25,12949
1000,1.0,81,26,11539
1000,1.0,81,27,10823
1000,1.0,81,28,11777
1000,1.0,81,29,9130
1000,1.0,81,30,8131
1000,1.0,81,31,9951
1000,1.0,81,32,9659
1000,1.0,81,33,7903
1000,1.0,81,34,7809
1000,1.0,81,35,9069
1000,1.0,81,36,8110
1000,1.0,81,37,8022
1000,1.0,81,38,10099
1000,1.0,81,39,6680
1000,1.0,81,40,7332
1000,1.0,81,41,6809
1000,1.0,81,42,8141
1000,1.0,81,43,6685
1000,1.0,81,44,7387
1000,1.0,81,45,6098
1000,1.0,81,46,6424
1000,1.0,81,47,6109
1000,1.0,81,48,6150
1000,1.0,81,49,6368
1000,1.0,81,50,6884
1000,1.0,82,1,61892
1000,1.0,82,2,60899
1000,1.0,82,3,44500
1000,1.0,82,4,37205
1000,1.0,82,5,27378
1000,1.0,82,6,31895
1000,1.0,82,7,24637
1000,1.0,82,8,21565
1000,1.0,82,9,26348
1000,1.0,82,10,19653
1000,1.0,82,11,22623
1000,1.0,82,12,16235
1000,1.0,82,13,17321
1000,1.0,82,14,18125
1000,1.0,82,15,13342
1000,1.0,82,16,15132
1000,1.0,82,17,17022
1000,1.0,82,18,11413
1000,1.0,82,19,11763
1000,1.0,82,20,10855
1000,1.0,82,21,12959
1000,1.0,82,22,8379
1000,1.0,82,23,8392
1000,1.0,82,24,13352
1000,1.0,82,25,9207
1000,1.0,82,26,12965
1000,1.0,82,27,10317
1000,1.0,82,28,11717
1000,1.0,82,29,9807
1000,1.0,82,30,8280
1000,1.0,82,31,7809
1000,1.0,82,32,9072
1000,1.0,82,33,8814
1000,1.0,82,34,8847
1000,1.0,82,35,7965
1000,1.0,82,36,9571
1000,1.0,82,37,7556
1000,1.0,82,38,7689
1000,1.0,82,39,8251
1000,1.0,82,40,7081
1000,1.0,82,41,8074
1000,1.0,82,42,6343
1000,1.0,82,43,8464
1000,1.0,82,44,5821
1000,1.0,82,45,6288
1000,1.0,82,46,6928
1000,1.0,82,47,6352
1000,1.0,82,48,7798
1000,1.0,82,49,5700
1000,1.0,82,50,6258
1000,1.0,83,1,64030
1000,1.0,83,2,80772
1000,1.0,83,3,44049
1000,1.0,83,4,42656
1000,1.0,83,5,34322
1000,1.0,83,6,27175
1000,1.0,83,7,32175
1000,1.0,83,8,27465
1000,1.0,83,9,20588
1000,1.0,83,10,23865
1000,1.0,83,11,18201
1000,1.0,83,12,15884
1000,1.0,83,13,14818
1000,1.0,83,14,16806
1000,1.0,83,15,16043
1000,1.0,83,16,14623
1000,1.0,83,17,13784
1000,1.0,83,18,12836
1000,1.0,83,19,11124
1000,1.0,83,20,12400
1000,1.0,83,21,13992
1000,1.0,83,22,11655
1000,1.0,83,23,10483
1000,1.0,83,24,10632
1000,1.0,83,25,9619
1000,1.0,83,26,10340
1000,1.0,83,27,8127
1000,1.0,83,28,10689
1000,1.0,83,29,8459
1000,1.0,83,30,8489
1000,1.0,83,31,8617
1000,1.0,83,32,9561
1000,1.0,83,33,8418
1000,1.0,83,34,7836
1000,1.0,83,35,8477
1000,1.0,83,36,7904
1000,1.0,83,37,10836
1000,1.0,83,38,8187
1000,1.0,83,39,7035
1000,1.0,83,40,8253
1000,1.0,83,41,5720
1000,1.0,83,42,6385
1000,1.0,83,43,6600
1000,1.0,83,44,6931
1000,1.0,83,45,6187
1000,1.0,83,46,7019
1000,1.0,83,47,7717
1000,1.0,83,48,8254
1000,1.0,83,49,5780
1000,1.0,83,50,6232
1000,1.0,84,1,65885
1000,1.0,84,2,48742
1000,1.0,84,3,44902
1000,1.0,84,4,38019
1000,1.0,84,5,39434
1000,1.0,84,6,30913
1000,1.0,84,7,33049
1000,1.0,84,8,29560
1000,1.0,84,9,23007
1000,1.0,84,10,19616
1000,1.0,84,11,20334
1000,1.0,84,12,18858
1000,1.0,84,13,17978
1000,1.0,84,14,18472
1000,1.0,84,15,17956
1000,1.0,84,16,18274
1000,1.0,84,17,17128
1000,1.0,84,18,13649
1000,1.0,84,19,13083
1000,1.0,84,20,12725
1000,1.0,84,21,13229
1000,1.0,84,22,10754
1000,1.0,84,23,12777
1000,1.0,84,24,9063
1000,1.0,84,25,11076
1000,1.0,84,26,12767
1000,1.0,84,27,10397
1000,1.0,84,28,9864
1000,1.0,84,29,9754
1000,1.0,84,30,9618
1000,1.0,84,31,11371
1000,1.0,84,32,8383
1000,1.0,84,33,8259
1000,1.0,84,34,10568
1000,1.0,84,35,8738
1000,1.0,84,36,9876
1000,1.0,84,37,8542
1000,1.0,84,38,7674
1000,1.0,84,39,6579
1000,1.0,84,40,6878
1000,1.0,84,41,7372
1000,1.0,84,42,6924
1000,1.0,84,43,6216
1000,1.0,84,44,7172
1000,1.0,84,45,6817
1000,1.0,84,46,5403
1000,1.0,84,47,6340
1000,1.0,84,48,6564
1000,1.0,84,49,6363
1000,1.0,84,50,6680
1000,1.0,85,1,69906
1000,1.0,85,2,60399
1000,1.0,85,3,48565
1000,1.0,85,4,59160
1000,1.0,85,5,46090
1000,1.0,85,6,36488
1000,1.0,85,7,26746
1000,1.0,85,8,25539
1000,1.0,85,9,26608
1000,1.0,85,10,24558
1000,1.0,85,11,17957
1000,1.0,85,12,21039
1000,1.0,85,13,16260
1000,1.0,85,14,16794
1000,1.0,85,15,18233
1000,1.0,85,16,14270
1000,1.0,85,17,15042
1000,1.0,85,18,13307
1000,1.0,85,19,12652
1000,1.0,85,20,11390
1000,1.0,85,21,15387
1000,1.0,85,22,10902
1000,1.0,85,23,12104
1000,1.0,85,24,11514
1000,1.0,85,25,10612
1000,1.0,85,26,11161
1000,1.0,85,27,10921
1000,1.0,85,28,12098
1000,1.0,85,29,10666
1000,1.0,85,30,9524
1000,1.0,85,31,9537
1000,1.0,85,32,9841
1000,1.0,85,33,8495
1000,1.0,85,34,7527
1000,1.0,85,35,8691
1000,1.0,85,36,9975
1000,1.0,85,37,7847
1000,1.0,85,38,8452
1000,1.0,85,39,8022
1000,1.0,85,40,8482
1000,1.0,85,41,6447
1000,1.0,85,42,7372
1000,1.0,85,43,8820
1000,1.0,85,44,7498
1000,1.0,85,45,7980
1000,1.0,85,46,7369
1000,1.0,85,47,6380
1000,1.0,85,48,7667
1000,1.0,85,49,7300
1000,1.0,85,50,5764
1000,1.0,86,1,62184
1000,1.0,86,2,53361
1000,1.0,86,3,57611
1000,1.0,86,4,42306
1000,1.0,86,5,37671
1000,1.0,86,6,30185
1000,1.0,86,7,25564
1000,1.0,86,8,26365
1000,1.0,86,9,25064
1000,1.0,86,10,20078
1000,1.0,86,11,21979
1000,1.0,86,12,23370
1000,1.0,86,13,18444
1000,1.0,86,14,15249
1000,1.0,86,15,16289
1000,1.0,86,16,14202
1000,1.0,86,17,15379
1000,1.0,86,18,15465
1000,1.0,86,19,12706
1000,1.0,86,20,11881
1000,1.0,86,21,13013
1000,1.0,86,22,10698
1000,1.0,86,23,10922
1000,1.0,86,24,10826
1000,1.0,86,25,10944
1000,1.0,86,26,11908
1000,1.0,86,27,11064
1000,1.0,86,28,10880
1000,1.0,86,29,8368
1000,1.0,86,30,8492
1000,1.0,86,31,9618
1000,1.0,86,32,7921
1000,1.0,86,33,8315
1000,1.0,86,34,7860
1000,1.0,86,35,9114
1000,1.0,86,36,7537
1000,1.0,86,37,9607
1000,1.0,86,38,7676
1000,1.0,86,39,7230
1000,1.0,86,40,7801
1000,1.0,86,41,6882
1000,1.0,86,42,7815
1000,1.0,86,43,6824
1000,1.0,86,44,6177
1000,1.0,86,45,7769
1000,1.0,86,46,6497
1000,1.0,86,47,7282
1000,1.0,86,48,7155
1000,1.0,86,49,6374
1000,1.0,86,50,6195
1000,1.0,87,1,70537
1000,1.0,87,2,60537
1000,1.0,87,3,45580
1000,1.0,87,4,39794
1000,1.0,87,5,36701
1000,1.0,87,6,33846
1000,1.0,87,7,27405
1000,1.0,87,8,25550
1000,1.0,87,9,26006
1000,1.0,87,10,24471
1000,1.0,87,11,23995
1000,1.0,87,12,20924
1000,1.0,87,13,19379
1000,1.0,87,14,18835
1000,1.0,87,15,17206
1000,1.0,87,16,15165
1000,1.0,87,17,14506
1000,1.0,87,18,15641
1000,1.0,87,19,14222
1000,1.0,87,20,13263
1000,1.0,87,21,12466
1000,1.0,87,22,12613
1000,1.0,87,23,12311
1000,1.0,87,24,12994
1000,1.0,87,25,14510
1000,1.0,87,26,10513
1000,1.0,87,27,9165
1000,1.0,87,28,11641
1000,1.0,87,29,9310
1000,1.0,87,30,9219
1000,1.0,87,31,9506
1000,1.0,87,32,9131
1000,1.0,87,33,9921
1000,1.0,87,34,10919
1000,1.0,87,35,7803
1000,1.0,87,36,7889
1000,1.0,87,37,8288
1000,1.0,87,38,9537
1000,1.0,87,39,8999
1000,1.0,87,40,7466
1000,1.0,87,41,7071
1000,1.0,87,42,7775
1000,1.0,87,43,7648
1000,1.0,87,44,6097
1000,1.0,87,45,7147
1000,1.0,87,46,7114
1000,1.0,87,47,6076
1000,1.0,87,48,6251
1000,1.0,87,49,7175
1000,1.0,87,50,6540
1000,1.0,88,1,60088
1000,1.0,88,2,53091
1000,1.0,88,3,36514
1000,1.0,88,4,45660
1000,1.0,88,5,38335
1000,1.0,88,6,34623
1000,1.0,88,7,27769
1000,1.0,88,8,26734
1000,1.0,88,9,33994
1000,1.0,88,10,28919
1000,1.0,88,11,20574
1000,1.0,88,12,18869
1000,1.0,88,13,17258
1000,1.0,88,14,15531
1000,1.0,88,15,18453
1000,1.0,88,16,25143
1000,1.0,88,17,15355
1000,1.0,88,18,15017
1000,1.0,88,19,15183
1000,1.0,88,20,11507
1000,1.0,88,21,13970
1000,1.0,88,22,13776
1000,1.0,88,23,11807
1000,1.0,88,24,10274
1000,1.0,88,25,9669
1000,1.0,88,26,12505
1000,1.0,88,27,9530
1000,1.0,88,28,10891
1000,1.0,88,29,9421
1000,1.0,88,30,9930
1000,1.0,88,31,9325
1000,1.0,88,32,10286
1000,1.0,88,33,8199
1000,1.0,88,34,8601
1000,1.0,88,35,7238
1000,1.0,88,36,10472
1000,1.0,88,37,8423
1000,1.0,88,38,8198
1000,1.0,88,39,8196
1000,1.0,88,40,7120
1000,1.0,88,41,7453
1000,1.0,88,42,8355
1000,1.0,88,43,7046
1000,1.0,88,44,7429
1000,1.0,88,45,8145
1000,1.0,88,46,6752
1000,1.0,88,47,6226
1000,1.0,88,48,6280
1000,1.0,88,49,5239
1000,1.0,88,50,7042
1000,1.0,89,1,64683
1000,1.0,89,2,62568
1000,1.0,89,3,47337
1000,1.0,89,4,34990
1000,1.0,89,5,40110
1000,1.0,89,6,25431
1000,1.0,89,7,20558
1000,1.0,89,8,24616
1000,1.0,89,9,27337
1000,1.0,89,10,22165
1000,1.0,89,11,21178
1000,1.0,89,12,18078
1000,1.0,89,13,22349
1000,1.0,89,14,15895
1000,1.0,89,15,13456
1000,1.0,89,16,17756
1000,1.0,89,17,12945
1000,1.0,89,18,15460
1000,1.0,89,19,11008
1000,1.0,89,20,10716
1000,1.0,89,21,10728
1000,1.0,89,22,10237
1000,1.0,89,23,11337
1000,1.0,89,24,10678
1000,1.0,89,25,11054
1000,1.0,89,26,9488
1000,1.0,89,27,8257
1000,1.0,89,28,7795
1000,1.0,89,29,10390
1000,1.0,89,30,8728
1000,1.0,89,31,8674
1000,1.0,89,32,8361
1000,1.0,89,33,10180
1000,1.0,89,34,8046
1000,1.0,89,35,9121
1000,1.0,89,36,8673
1000,1.0,89,37,7916
1000,1.0,89,38,7410
1000,1.0,89,39,7060
1000,1.0,89,40,9031
1000,1.0,89,41,7778
1000,1.0,89,42,6976
1000,1.0,89,43,7284
1000,1.0,89,44,6927
1000,1.0,89,45,5577
1000,1.0,89,46,6629
1000,1.0,89,47,6030
1000,1.0,89,48,5369
1000,1.0,89,49,6454
1000,1.0,89,50,5348
1000,1.0,90,1,77967
1000,1.0,90,2,57215
1000,1.0,90,3,43178
1000,1.0,90,4,37277
1000,1.0,90,5,30632
1000,1.0,90,6,33205
1000,1.0,90,7,27034
1000,1.0,90,8,21410
1000,1.0,90,9,23960
1000,1.0,90,10,21315
1000,1.0,90,11,17985
1000,1.0,90,12,18740
1000,1.0,90,13,17766
1000,1.0,90,14,14543
1000,1.0,90,15,17908
1000,1.0,90,16,12722
1000,1.0,90,17,14946
1000,1.0,90,18,14414
1000,1.0,90,19,12447
1000,1.0,90,20,12588
1000,1.0,90,21,11527
1000,1.0,90,22,11559
1000,1.0,90,23,10277
1000,1.0,90,24,10151
1000,1.0,90,25,9422
1000,1.0,90,26,9918
1000,1.0,90,27,9585
1000,1.0,90,28,9298
1000,1.0,90,29,7998
1000,1.0,90,30,9228
1000,1.0,90,31,8563
1000,1.0,90,32,7654
1000,1.0,90,33,8003
1000,1.0,90,34,9653
1000,1.0,90,35,7103
1000,1.0,90,36,8345
1000,1.0,90,37,7343
1000,1.0,90,38,9470
1000,1.0,90,39,9152
1000,1.0,90,40,8911
1000,1.0,90,41,6394
1000,1.0,90,42,8296
1000,1.0,90,43,6544
1000,1.0,90,44,6016
1000,1.0,90,45,7050
1000,1.0,90,46,5850
1000,1.0,90,47,6830
1000,1.0,90,48,8430
1000,1.0,90,49,6243
1000,1.0,90,50,6028
1000,1.0,91,1,63726
1000,1.0,91,2,57179
1000,1.0,91,3,42870
1000,1.0,91,4,36256
1000,1.0,91,5,33512
1000,1.0,91,6,33273
1000,1.0,91,7,31785
1000,1.0,91,8,26448
1000,1.0,91,9,21741
1000,1.0,91,10,22546
1000,1.0,91,11,21158
1000,1.0,91,12,17239
